jy,jm,cid,symbol,sg12,sg3,rg,opg,npg,om,nm,mt,ic,eq,pe,ps,liq,stability,vol,mom,growth_s,prof_s,val_s,mkt_s,dq,score,ttm_np,pe_invalid,fwd3,fwd6,fwd12
1399,12,34f99deab827071c31069cb575b6aeeb,هجرت,,-9.029088708398191,,,,,,,,,0.19118442401298,,0.0,0.7909813544960527,2.055244284292078,-1.8055555555555602,10.327272727272726,6.5,10.0,8.863636363636363,0.69,24.62672727272727,1664100000.0,False,-0.15509882214517268,0.5394099460514956,0.2504537432251457
1399,12,36d852f81798b4c4f57827151acb1e86,شاراک,,24.185595017778017,,,,,,,,,2.5558002936857562,,0.0,0.6042170357185195,2.4065918148536896,8.662400499453726,12.6,6.5,2.8947368421052633,7.636363636363637,0.69,20.445459330143542,21966336000.0,False,0.10902039643780514,0.9518816432059736,0.859810399310541
1399,12,39232c8d2f1231a8f681e77185a0a39e,کرازی,,-5.922882754959236,,,,,,,,,0.5565974547890155,,0.0,0.7316874560699558,2.873276714868321,-9.575625680087052,10.50909090909091,6.5,8.157894736842104,6.000000000000001,0.69,21.505220095693776,1791600000.0,False,-0.28880866425992735,-0.08543922984356156,-0.16847172081829087
1399,12,3dc6ca7296ff7c957aa13a1bf9e28347,کلر,,-1.3581212408541266,,,,,,,,,,,0.0,0.8632695426801824,2.359649076689616,-10.69915254237288,10.690909090909091,6.5,0.0,7.7727272727272725,0.5999999999999999,14.978181818181815,,True,-0.24703440094899132,-0.01542111506524202,-0.2838078291814937
1399,12,3eed9ad615c315d96a80b4ed8599772d,افق,,8.38535235534048,,,,,,,,,2.119420068676078,,0.0,0.7734109554680363,2.0944877711861323,-8.949352565153257,11.327272727272726,6.5,3.947368421052632,8.045454545454545,0.69,20.575866028708134,7863000000.0,False,-0.13087308730873082,-0.22070207020702104,-0.3866786678667865
1399,12,508279539a385693bd947ea986985bb4,شپارس,,18.010027842280984,,,,,,,,,2.0396341463414633,,0.0,0.21716544451370212,3.1367708101023855,26.22641509433963,11.872727272727273,6.5,4.473684210526315,6.340909090909091,0.69,20.139251196172246,337840000.0,False,-0.0717488789237668,-0.2059144346139865,-0.6345897466973703
1399,12,5846976e3619ada1281f076ebdce9055,بترانس,,237.02690910091087,,,,,,,,,0.517106001121705,,0.0,0.19262425954704965,2.735004534674401,1.0964912280701844,13.6,6.5,8.68421052631579,5.454545454545454,0.69,23.624741626794254,6686250000.0,False,-0.2093275488069415,-0.12364425162689818,-0.3177874186550983
1399,12,62475be81f64f0f74b0f1f4a798dd2c5,های وب,,-1.242640405917339,,,,,,,,,0.6238888888888889,,0.0,0.8248528606594548,3.6364705183692734,-20.298083747338534,10.781818181818181,6.5,7.894736842105264,5.727272727272727,0.69,21.323641148325358,7200000000.0,False,-0.23864648263579702,-0.22528940338379388,-0.36420302760462997
1399,12,68e6f82aede2360869ceea7a3ea76d08,دفرا,,-20.268997920286115,,,,,,,,,0.8200709579320831,,0.0,0.6177634035722632,1.226299508888796,-7.858769931662868,10.054545454545455,6.5,7.36842105263158,7.7727272727272725,0.69,21.87002870813397,1381100000.0,False,-0.054388133498145974,0.2805933250927084,0.19097651421508077
1399,12,6def03d39ddc41e22cacb552bcb94ee0,زمگسا,,21.706556406654464,,,,,,,,,,,0.0,0.7584454845801393,2.6571134088550736,-0.15315499285276646,12.327272727272726,6.5,0.0,7.2272727272727275,0.69,17.977636363636364,,True,-0.05327743123018713,-0.22364249923305057,-0.4026485325697923
1399,12,7083cfdfe2c268113f647360403b3778,پخش,,-10.111517519437719,,,,,,,,,,,0.0,0.7874406929124147,2.3535606840489733,1.6687526074259385,10.236363636363636,6.5,0.0,8.727272727272728,0.5999999999999999,15.278181818181814,,True,-0.2839556832170699,0.10135412392285592,0.12310217480508734
1399,12,713aa98887c6fda78002e405bfbec00e,کهمدا,,23.493260821950003,,,,,,,,,2.270190413657255,,0.0,0.8231587535894336,2.33576412395864,1.318681318681314,12.50909090909091,6.5,3.68421052631579,8.931818181818182,0.69,21.821332535885166,1754496000.0,False,-0.1619667389732462,0.03687635574837356,-0.03398409255242163
1399,12,7bb1956b5377b9485a7db8de8b55a434,شاملا,,34.25058484732071,,,,,,,,,2.0716452782125203,,0.0,0.7299186778743619,1.8141310338902772,-2.627664848785327,12.781818181818181,6.5,4.2105263157894735,8.454545454545455,0.69,22.043354066985643,2389057650.0,False,-0.2425322471147321,-0.24083503054989852,-0.19976238968092397
1399,12,7e41b7fd7ba1c353199eba22667db254,کسرا,,0.5782706952542016,,,,,,,,,5.418401092958135,,0.0,0.7550684814287044,2.1295260875061324,-7.589718719689619,10.963636363636363,6.5,1.578947368421053,7.7727272727272725,0.69,18.502564593301436,899577000.0,False,-0.30805562844397816,-0.1870900026239838,-0.22566255575964367
